Route,Stop Name,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Time 7,Time 8,Time 9,Time 10,Time 11,Time 12,Time 13,Time 14,Time 15,Latitude,Longitude

 1/,LA RUSCA,5.17,5.42,6.14,6.40,7.10,7.25,7.52,8.12,8.22,8.42,8.57,,,,,, 
 1/,PIAZZA MAMELI,5.22,5.47,6.19,6.45,7.15,7.30,7.59,8.19,8.29,8.49,9.04,,,,,44.3383021,8.509778320652172 
 1/,C.SO TARDY & BENECH,5.25,5.50,6.24,7.35,8.24,8.54,,,,,,,,,,44.3026212,8.4703218 
 1/,STAZIONE FF.SS.,5.28,5.53,6.28,6.50,7.20,8.04,8.25,8.34,8.55,9.09,,,,,,, 
 1/,PIAZZALE MORONI,5.33,5.58,6.33,7.25,7.40,8.10,8.30,8.40,9.00,9.15,,,,,,44.3009323,8.4605748 
 1/,LEGINO,5.36,6.01,6.36,7.30,7.45,8.15,8.35,8.45,9.05,9.20,,,,,,44.2955258,8.4522556 
 1/,LEGINO 167,5.40,6.05,6.40,7.35,7.50,8.20,8.40,8.50,9.10,9.25,,,,,,44.2955258,8.4522556 
 1/,LA RUSCA,9.17,9.32,9.47,10.02,10.22,10.37,10.52,11.07,11.27,11.42,11.57,,,,,, 
 1/,PIAZZA MAMELI,9.24,9.39,9.54,10.09,10.29,10.44,10.59,11.14,11.34,11.49,12.04,,,,,44.3383021,8.509778320652172 
 1/,C.SO TARDY & BENECH,9.29,9.59,10.34,11.04,11.39,12.09,,,,,,,,,,44.3026212,8.4703218 
 1/,STAZIONE FF.SS.,9.30,9.44,10.00,10.14,10.35,10.49,11.05,11.19,11.40,11.54,12.10,,,,,, 
 1/,PIAZZALE MORONI,9.35,9.50,10.05,10.20,10.40,10.55,11.10,11.25,11.45,12.00,12.15,,,,,44.3009323,8.4605748 
 1/,LEGINO,9.40,9.55,10.10,10.25,10.45,11.00,11.15,11.30,11.50,12.05,12.20,,,,,44.2955258,8.4522556 
 1/,LEGINO 167,9.45,10.00,10.15,10.30,10.50,11.05,11.20,11.35,11.55,12.10,12.25,,,,,44.2955258,8.4522556 
 1/,LA RUSCA,12.12,12.32,12.47,13.02,13.17,13.37,13.52,14.07,14.22,14.42,14.57,,,,,, 
 1/,PIAZZA MAMELI,12.19,12.39,12.54,13.09,13.24,13.44,13.59,14.14,14.29,14.49,15.04,,,,,44.3383021,8.509778320652172 
 1/,C.SO TARDY & BENECH,12.44,13.14,13.49,14.19,14.54,,,,,,,,,,,44.3026212,8.4703218 
 1/,STAZIONE FF.SS.,12.24,12.45,12.59,13.15,13.29,13.50,14.04,14.20,14.34,14.55,15.09,,,,,, 
 1/,PIAZZALE MORONI,12.30,12.50,13.05,13.20,13.35,13.55,14.10,14.25,14.40,15.00,15.15,,,,,44.3009323,8.4605748 
 1/,LEGINO,12.35,12.55,13.10,13.25,13.40,14.00,14.15,14.30,14.45,15.05,15.20,,,,,44.2955258,8.4522556 
 1/,LEGINO 167,12.40,13.00,13.15,13.30,13.45,14.05,14.20,14.35,14.50,15.10,15.25,,,,,44.2955258,8.4522556 
 1/,LA RUSCA,15.12,15.27,15.47,16.07,16.27,16.52,17.12,17.32,17.57,18.17,18.37,,,,,, 
 1/,PIAZZA MAMELI,15.19,15.34,15.54,16.14,16.34,16.59,17.19,17.39,18.04,18.24,18.44,,,,,44.3383021,8.509778320652172 
 1/,C.SO TARDY & BENECH,15.24,15.59,16.19,17.04,17.24,18.09,18.29,18.49,,,,,,,,44.3026212,8.4703218 
 1/,STAZIONE FF.SS.,15.25,15.39,16.39,17.44,18.49,,,,,,,,,,,, 
 1/,PIAZZALE MORONI,15.30,15.45,16.05,16.25,16.45,17.10,17.30,17.50,18.15,18.35,18.55,,,,,44.3009323,8.4605748 
 1/,LEGINO,15.35,15.50,16.10,16.30,16.50,17.15,17.35,17.55,18.20,18.40,19.00,,,,,44.2955258,8.4522556 
 1/,LEGINO 167,15.40,15.55,16.15,16.35,16.55,17.20,17.40,18.00,18.25,18.45,19.05,,,,,44.2955258,8.4522556 

 1/,LA RUSCA,19.02,19.25,19.55,20.27,21.32,22.32,,,,,,,,,,, 
 1/,PIAZZA MAMELI,19.09,19.30,20.00,20.32,21.37,22.37,,,,,,,,,,44.3383021,8.509778320652172 
 1/,C.SO TARDY & BENECH,19.14,20.05,20.37,21.42,22.42,,,,,,,,,,,44.3026212,8.4703218 
 1/,STAZIONE FF.SS.,19.10,19.35,20.05,20.40,21.45,22.45,,,,,,,,,,, 
 1/,PIAZZALE MORONI,19.20,19.40,20.10,20.45,21.50,22.50,,,,,,,,,,44.3009323,8.4605748 
 1/,LEGINO,19.25,19.45,20.15,20.50,21.55,22.55,,,,,,,,,,44.2955258,8.4522556 
 1/,LEGINO 167,19.30,19.50,20.20,20.55,22.00,23.00,,,,,,,,,,44.2955258,8.4522556 

 1,LEGINO 167,4.55,5.20,5.50,6.15,6.45,7.00,7.25,7.45,7.55,8.15,8.30,,,,,44.2955258,8.4522556 
 1,LEGINO,4.59,5.24,5.57,6.19,6.49,7.04,7.29,7.49,7.59,8.19,8.34,,,,,44.2955258,8.4522556 
 1,PIAZZALE MORONI,5.03,5.28,5.58,6.23,6.53,7.08,7.34,7.54,8.04,8.24,8.39,,,,,44.3009323,8.4605748 
 1,STAZIONE FF.SS.,5.06,5.31,6.01,6.28,6.59,7.41,8.00,8.11,8.30,8.46,,,,,,, 
 1,C.SO TARDY & BE,NECH,5.09,5.34,6.04,6.31,7.14,8.00,8.30,,,,,,,,, 
 1,PIAZZA MAMELI,5.12,5.37,6.07,6.34,7.04,7.19,7.46,8.06,8.16,8.36,8.51,,,,,44.3383021,8.509778320652172 
 1,LA RUSCA,5.17,5.42,6.14,6.40,7.10,7.25,7.52,8.12,8.22,8.42,8.57,,,,,, 
 1,LEGINO 167,8.50,9.05,9.20,9.35,9.55,10.10,10.25,10.40,11.00,11.15,11.30,,,,,44.2955258,8.4522556 
 1,LEGINO,8.54,9.09,9.24,9.39,9.59,10.14,10.29,10.44,11.04,11.19,11.34,,,,,44.2955258,8.4522556 
 1,PIAZZALE MORONI,8.59,9.14,9.29,9.44,10.04,10.19,10.34,10.49,11.09,11.24,11.39,,,,,44.3009323,8.4605748 
 1,STAZIONE FF.SS.,9.05,9.21,9.35,9.51,10.10,10.26,10.40,10.56,11.15,11.31,11.45,,,,,, 
 1,C.SO TARDY & BE,NECH,9.05,9.35,10.10,10.40,11.15,11.45,,,,,,,,,, 
 1,PIAZZA MAMELI,9.11,9.26,9.41,9.56,10.16,10.31,10.46,11.01,11.21,11.36,11.51,,,,,44.3383021,8.509778320652172 
 1,LA RUSCA,9.17,9.32,9.47,10.02,10.22,10.37,10.52,11.07,11.27,11.42,11.57,,,,,, 
 1,LEGINO 167,11.45,12.05,12.20,12.35,12.50,13.10,13.25,13.40,13.55,14.15,14.30,,,,,44.2955258,8.4522556 
 1,LEGINO,11.49,12.09,12.24,12.39,12.54,13.14,13.29,13.44,13.59,14.19,14.34,,,,,44.2955258,8.4522556 
 1,PIAZZALE MORONI,11.54,12.14,12.29,12.44,12.59,13.19,13.34,13.49,14.04,14.24,14.39,,,,,44.3009323,8.4605748 
 1,STAZIONE FF.SS.,12.01,12.20,12.36,12.50,13.06,13.25,13.41,13.55,14.11,14.30,14.46,,,,,, 
 1,C.SO TARDY & BE,NECH,12.20,12.50,13.25,13.55,14.30,,,,,,,,,,, 
 1,PIAZZA MAMELI,12.06,12.26,12.41,12.56,13.11,13.31,13.46,14.01,14.16,14.36,14.51,,,,,44.3383021,8.509778320652172 
 1,LA RUSCA,12.12,12.32,12.47,13.02,13.17,13.37,13.52,14.07,14.22,14.42,14.57,,,,,, 
 1,LEGINO 167,14.45,15.00,15.20,15.40,16.00,16.25,16.45,17.05,17.30,17.50,18.10,,,,,44.2955258,8.4522556 
 1,LEGINO,14.49,15.04,15.24,15.44,16.04,16.29,16.49,17.09,17.34,17.54,18.14,,,,,44.2955258,8.4522556 
 1,PIAZZALE MORONI,14.54,15.09,15.29,15.49,16.09,16.34,16.54,17.14,17.39,17.59,18.19,,,,,44.3009323,8.4605748 
 1,STAZIONE FF.SS.,15.00,15.16,16.16,17.21,18.26,,,,,,,,,,,, 
 1,C.SO TARDY & BE,NECH,15.00,15.35,15.55,16.40,17.00,17.45,18.05,,,,,,,,, 
 1,PIAZZA MAMELI,15.06,15.21,15.41,16.01,16.21,16.46,17.06,17.26,17.51,18.11,18.31,,,,,44.3383021,8.509778320652172 
 1,LA RUSCA,15.12,15.27,15.47,16.07,16.27,16.52,17.12,17.32,17.57,18.17,18.37,,,,,, 

 1,LEGINO 167,18.35,19.00,19.30,20.00,21.05,22.05,,,,,,,,,,44.2955258,8.4522556 
 1,LEGINO,18.39,19.04,19.34,20.04,21.09,22.09,,,,,,,,,,44.2955258,8.4522556 
 1,PIAZZALE MORONI,18.44,19.08,19.38,20.08,21.13,22.13,,,,,,,,,,44.3009323,8.4605748 
 1,STAZIONE FF.SS.,19.14,20.13,21.18,22.18,,,,,,,,,,,,, 
 1,C.SO TARDY & BE,NECH,18.50,19.44,20.16,21.21,22.21,,,,,,,,,,, 
 1,PIAZZA MAMELI,18.56,19.19,19.49,20.21,21.26,22.26,,,,,,,,,,44.3383021,8.509778320652172 
 1,LA RUSCA,19.02,19.25,19.55,20.27,21.32,22.32,,,,,,,,,,, 
 1,LINEE 2 - 2/ CIRCOLARE URBANO SAVONA,,,,,,,,,,,,,,,,, 
 1,PIAZZA MAMELI,6.30,7.00,7.30,8.00,8.35,9.05,9.40,10.10,10.45,11.15,11.50,,,,,44.3383021,8.509778320652172 
 1,VIA XX SETTEMBRE,7.32,8.37,9.42,10.47,11.52,,,,,,,,,,,44.0069022,8.1733816 
 1,PIAZZA GALILEI,7.33,8.38,9.43,10.48,11.53,,,,,,,,,,,44.3310566,8.515990760617818 
 1,PIAZZA BRENNERO,6.33,7.03,8.05,9.10,10.15,11.20,,,,,,,,,,44.315795,8.4773295 
 1,LAVAGNOLA CENTRO,6.35,7.05,8.07,9.12,10.17,11.22,,,,,,,,,,, 
 1,STAZIONE FF.SS.,6.42,7.12,7.35,8.15,8.40,9.20,9.45,10.25,10.50,11.30,11.55,,,,,, 
 1,PIAZZA GALILEI,6.45,7.15,8.18,9.23,10.28,11.33,,,,,,,,,,44.3310566,8.515990760617818 
 1,LAVAGNOLA PONTE,7.40,8.45,9.50,10.55,12.00,,,,,,,,,,,, 
 1,PIAZZA MAMELI,6.55,7.25,7.52,8.30,8.57,9.35,10.02,10.40,11.07,11.45,12.12,,,,,44.3383021,8.509778320652172 
 1,PIAZZA MAMELI,12.20,12.55,13.25,14.00,14.30,15.05,15.35,16.10,16.40,17.15,17.45,,,,,44.3383021,8.509778320652172 
 1,VIA XX SETTEMBRE,12.57,14.02,15.07,16.12,17.17,,,,,,,,,,,44.0069022,8.1733816 
 1,PIAZZA GALILEI,12.58,14.03,15.08,16.13,17.18,,,,,,,,,,,44.3310566,8.515990760617818 
 1,PIAZZA BRENNERO,12.25,13.30,14.35,15.40,16.45,17.50,,,,,,,,,,44.315795,8.4773295 
 1,LAVAGNOLA CENTRO,12.27,13.32,14.37,15.42,16.47,17.52,,,,,,,,,,, 
 1,STAZIONE FF.SS.,12.35,13.00,13.40,14.05,14.45,15.10,15.50,16.15,16.55,17.20,18.00,,,,,, 
 1,PIAZZA GALILEI,12.38,13.43,14.48,15.53,16.58,18.03,,,,,,,,,,44.3310566,8.515990760617818 
 1,LAVAGNOLA PONTE,13.05,14.10,15.15,16.20,17.25,,,,,,,,,,,, 
 1,PIAZZA MAMELI,12.50,13.17,13.55,14.22,15.00,15.27,16.05,16.32,17.10,17.37,18.15,,,,,44.3383021,8.509778320652172 
 1,PIAZZA MAMELI,18.20,18.50,19.20,19.50,20.20,,,,,,,,,,,44.3383021,8.509778320652172 
 1,VIA XX SETTEMBRE,18.22,19.22,,,,,,,,,,,,,,44.0069022,8.1733816 
 1,PIAZZA GALILEI,18.23,19.23,,,,,,,,,,,,,,44.3310566,8.515990760617818 
 1,PIAZZA BRENNERO,18.53,19.53,20.23,,,,,,,,,,,,,44.315795,8.4773295 
 1,LAVAGNOLA CENTRO,18.55,19.55,20.25,,,,,,,,,,,,,, 
 1,STAZIONE FF.SS.,18.25,19.02,19.25,20.02,20.32,,,,,,,,,,,, 
 1,PIAZZA GALILEI,19.05,20.05,20.35,,,,,,,,,,,,,44.3310566,8.515990760617818 
 1,LAVAGNOLA PONTE,18.30,19.30,,,,,,,,,,,,,,, 
 1,PIAZZA MAMELI,18.42,19.15,19.42,20.15,20.45,,,,,,,,,,,44.3383021,8.509778320652172 
 3,STAZIONE FF. SS.,5.35,6.20,6.40,7.25,7.50,8.25,9.00,10.30,11.35,12.05,12.40,,,,,, 
 3,PIAZZA MAMELI,5.40,6.25,6.45,7.30,7.55,8.30,9.05,10.35,11.40,12.10,12.45,,,,,44.3383021,8.509778320652172 
 3,LAVAGNOLA,5.48,6.33,6.53,7.38,8.03,8.38,9.13,10.43,11.48,12.18,12.53,,,,,44.3218105,8.4691291 
 3,SANTUARIO,6.00,6.45,7.05,7.50,8.15,8.50,9.25,10.55,12.00,12.30,13.05,,,,,44.3447079,8.4334959 
 3,CIMAVALLE,6.05,6.50,7.10,8.20,8.55,9.30,11.00,12.05,12.35,,,,,,,44.3389524,8.4210425 
 3,STAZIONE FF. SS.,13.10,13.40,14.15,14.45,15.15,16.25,17.00,17.50,18.40,19.40,20.30,,,,,, 
 3,PIAZZA MAMELI,13.15,13.45,14.20,14.50,15.20,16.30,17.05,17.55,18.45,19.45,20.35,,,,,44.3383021,8.509778320652172 
 3,LAVAGNOLA,13.23,13.53,14.28,14.58,15.28,16.38,17.13,18.03,18.53,19.53,20.43,,,,,44.3218105,8.4691291 
 3,SANTUARIO,13.35,14.05,14.40,15.10,15.40,16.50,17.25,18.15,19.05,20.05,20.55,,,,,44.3447079,8.4334959 
 3,CIMAVALLE,13.40,14.10,14.45,15.15,15.45,17.30,18.20,19.10,20.10,21.00,,,,,,44.3389524,8.4210425 
 3,STAZIONE FF. SS.,21.40,,,,,,,,,,,,,,,, 
 3,PIAZZA MAMELI,21.45,,,,,,,,,,,,,,,44.3383021,8.509778320652172 
 3,LAVAGNOLA,21.53,,,,,,,,,,,,,,,44.3218105,8.4691291 
 3,SANTUARIO,22.05,,,,,,,,,,,,,,,44.3447079,8.4334959 
 3,CIMAVALLE,22.10,,,,,,,,,,,,,,,44.3389524,8.4210425 
 3,STAZIONE FF. SS.,05.40,06.40,07.50,09.00,10.05,11.10,12.30,13.40,14.15,15.15,16.30,,,,,, 
 3,PIAZZA MAMELI,05.45,06.45,07.55,09.05,10.10,11.15,12.35,13.45,14.20,15.20,16.35,,,,,44.3383021,8.509778320652172 
 3,LAVAGNOLA,05.53,06.53,08.03,09.13,10.18,11.23,12.43,13.53,14.28,15.28,16.43,,,,,44.3218105,8.4691291 
 3,SANTUARIO,06.05,07.05,08.15,09.25,10.30,11.35,12.55,14.05,14.40,15.40,16.55,,,,,44.3447079,8.4334959 
 3,CIMAVALLE,07.10,08.20,09.30,10.35,11.40,13.00,14.10,15.45,17.00,,,,,,,44.3389524,8.4210425 
 3,STAZIONE FF. SS.,17.40,18.10,19.05,20.20,21.40,,,,,,,,,,,, 
 3,PIAZZA MAMELI,17.45,18.15,19.10,20.25,21.45,,,,,,,,,,,44.3383021,8.509778320652172 
 3,LAVAGNOLA,17.53,18.23,19.18,20.33,21.53,,,,,,,,,,,44.3218105,8.4691291 
 3,SANTUARIO,18.05,18.35,19.30,20.45,22.05,,,,,,,,,,,44.3447079,8.4334959 
 3,CIMAVALLE,18.10,19.35,20.50,,,,,,,,,,,,,44.3389524,8.4210425 
 4,UNIVERSITA',7.05,7.25,7.50,8.10,8.30,8.50,9.10,9.30,10.00,10.30,11.00,,,,,, 
 4,VIA ALLA ROCCA,7.10,7.30,7.55,8.15,8.35,8.55,9.15,9.35,10.05,10.35,11.05,,,,,44.2301202,8.4087387 
 4,STAZIONE FF.SS.,7.15,7.35,8.00,8.20,8.40,9.00,9.20,9.40,10.10,10.40,11.10,,,,,, 
 4,PIAZZA MAMELI,7.20,7.40,8.05,8.25,8.45,9.05,9.25,9.45,10.15,10.45,11.15,,,,,44.3383021,8.509778320652172 
 4,VIA ALESSANDRIA,7.25,7.45,8.10,8.30,8.50,9.10,9.30,9.50,10.20,10.50,11.20,,,,,44.0914615,8.2222694 
 4,UNIVERSITA',11.30,12.00,12.30,12.50,13.10,13.30,13.50,14.10,14.30,14.50,15.20,,,,,, 
 4,VIA ALLA ROCCA,11.35,12.05,12.35,12.55,13.15,13.35,13.55,14.15,14.35,14.55,15.25,,,,,44.2301202,8.4087387 
 4,STAZIONE FF.SS.,11.40,12.10,12.40,13.00,13.20,13.40,14.00,14.20,14.40,15.00,15.30,,,,,, 
 4,PIAZZA MAMELI,11.45,12.15,12.45,13.05,13.25,13.45,14.05,14.25,14.45,15.05,15.35,,,,,44.3383021,8.509778320652172 
 4,VIA ALESSANDRIA,11.50,12.20,12.50,13.10,13.30,13.50,14.10,14.30,14.50,15.10,15.40,,,,,44.0914615,8.2222694 
 4,UNIVERSITA',15.50,16.20,16.40,17.00,17.20,17.50,18.20,18.50,19.30,,,,,,,, 
 4,VIA ALLA ROCCA,15.55,16.25,16.45,17.05,17.25,17.55,18.25,18.55,19.35,,,,,,,44.2301202,8.4087387 
 4,STAZIONE FF.SS.,16.00,16.30,16.50,17.10,17.30,18.00,18.30,19.00,19.40,,,,,,,, 
 4,PIAZZA MAMELI,16.05,16.35,16.55,17.15,17.35,18.05,18.35,19.05,19.45,,,,,,,44.3383021,8.509778320652172 
 4,VIA ALESSANDRIA,16.10,16.40,17.00,17.20,17.40,18.10,18.40,19.10,19.50,,,,,,,44.0914615,8.2222694 

 4,LA RUSCA,6.40,,,,,,,,,,,,,,,, 
 4,VIA ALESSANDRIA,7.05,7.25,7.45,8.10,8.30,8.50,9.10,,,,,,,,,44.0914615,8.2222694 
 4,PIAZZA MAMELI,6.50,7.10,7.30,7.50,8.15,8.35,8.55,9.15,,,,,,,,44.3383021,8.509778320652172 
 4,STAZIONE FF.SS.,6.55,7.15,7.35,7.55,8.10,8.20,8.35,8.40,9.00,9.00,9.20,,,,,, 
 4,LA ROCCA,7.38,8.43,,,,,,,,,,,,,,44.3039796,8.4602313 
 4,VIA S. ANTONIO,6.58,7.18,7.58,8.23,9.03,9.23,,,,,,,,,,43.9567405,8.1484966 
 4,ZONA PAIP,7.00,7.20,7.40,8.00,8.25,8.45,9.05,9.25,,,,,,,,, 
 4,UNIVERSITA',7.05,7.25,7.45,8.05,8.20,8.30,8.45,8.50,9.10,9.10,9.30,,,,,, 
 4,VIA ALESSANDRIA,9.30,09.50,10.20,10.50,11.20,11.50,12.20,12.50,13.10,13.30,,,,,,44.0914615,8.2222694 
 4,PIAZZA MAMELI,9.35,9.55,10.25,10.55,11.25,11.55,12.25,12.55,13.15,13.35,,,,,,44.3383021,8.509778320652172 
 4,STAZIONE FF.SS.,9.30,9.40,10.00,10.30,11.00,11.30,12.00,12.30,13.00,13.20,13.40,,,,,, 
 4,LA ROCCA,9.43,10.33,11.33,12.33,13.43,,,,,,,,,,,44.3039796,8.4602313 
 4,VIA S. ANTONIO,10.03,11.03,12.03,13.03,13.23,,,,,,,,,,,43.9567405,8.1484966 
 4,ZONA PAIP,9.45,10.05,10.35,11.05,11.35,12.05,12.35,13.05,13.25,13.45,,,,,,, 
 4,UNIVERSITA',9.40,9.50,10.10,10.40,11.10,11.40,12.10,12.40,13.10,13.30,13.50,,,,,, 
 4,VIA ALESSANDRIA,13.50,14.10,14.30,14.50,15.10,15.40,16.10,16.40,17.00,17.20,17.40,,,,,44.0914615,8.2222694 
 4,PIAZZA MAMELI,13.55,14.15,14.35,14.55,15.15,15.45,16.15,16.45,17.05,17.25,17.45,,,,,44.3383021,8.509778320652172 
 4,STAZIONE FF.SS.,14.00,14.20,14.40,15.00,15.20,15.50,16.20,16.50,17.10,17.30,17.50,,,,,, 
 4,LA ROCCA,14.43,15.00,15.20,15.50,16.20,16.53,17.10,17.30,17.53,,,,,,,44.3039796,8.4602313 
 4,VIA S. ANTONIO,14.03,14.23,15.03,15.23,15.53,16.23,17.13,17.33,,,,,,,,43.9567405,8.1484966 
 4,ZONA PAIP,14.05,14.25,14.45,15.05,15.25,15.55,16.25,16.55,17.15,17.35,17.55,,,,,, 
 4,UNIVERSITA',14.10,14.30,14.50,15.10,15.30,16.00,16.30,17.00,17.20,17.40,18.00,,,,,, 
 4,VIA ALESSANDRIA,18.10,18.40,19.10,19.50,,,,,,,,,,,,44.0914615,8.2222694 
 4,PIAZZA MAMELI,18.15,18.45,19.15,19.55,,,,,,,,,,,,44.3383021,8.509778320652172 
 4,STAZIONE FF.SS.,18.20,18.50,19.20,20.00,,,,,,,,,,,,, 
 4,LA ROCCA,18.20,18.53,19.20,20.00,,,,,,,,,,,,44.3039796,8.4602313 
 4,VIA S. ANTONIO,18.23,19.23,20.03,,,,,,,,,,,,,43.9567405,8.1484966 
 4,ZONA PAIP,18.25,18.55,19.25,20.05,,,,,,,,,,,,, 
 4,UNIVERSITA',18.30,19.00,19.30,20.10,,,,,,,,,,,,, 
 5,SAN PAOLO - STAZIONE FF.SS.,,,,,,,,,,,,,,,,, 

 5,STAZIONE FF.SS.,5.57,6.32,6.57,7.12,7.27,7.42,7.57,8.12,8.27,8.42,,,,,,, 
 5,FONTANASSA,5.30,6.00,6.35,7.00,7.15,7.30,7.45,8.00,8.15,8.3,8.45,,,,,44.3093746,8.4605012 
 5,C.SO TARDY & BENECH,5.21,5.35,6.05,6.30,6.40,7.05,7.20,7.35,7.50,8.05,8.20,8.35,8.5,,,44.3026212,8.4703218 
 5,PIAZZA MAMELI,5.26,5.40,6.10,6.35,6.45,7.10,7.25,7.40,7.55,8.10,8.25,8.4,8.55,,,44.3383021,8.509778320652172 
 5,OSPEDALE SAN PAOLO,5.35,5.49,6.19,6.44,6.54,7.19,7.34,7.49,8.04,8.19,8.34,8.49,9.04,,,44.31984755,8.491300976228565 
